271007.447033 7169453.850048
271256.967390 7169453.850048
271506.487747 7169453.850048
271756.008104 7169453.850048
272005.528462 7169453.850048
272255.048819 7169453.850048
272504.569176 7169453.850048
271256.967390 7169624.497744
271506.487747 7169624.497744
271756.008104 7169624.497744
272005.528462 7169624.497744
272255.048819 7169624.497744
272504.569176 7169624.497744
271506.487747 7169795.145439
271756.008104 7169795.145439
272005.528462 7169795.145439
272255.048819 7169795.145439
271756.008104 7169965.793135
272005.528462 7169965.793135
272255.048819 7169965.793135
263521.836315 7170136.440830
267763.682388 7170136.440830
268013.202746 7170136.440830
271756.008104 7170136.440830
272005.528462 7170136.440830
272255.048819 7170136.440830
263521.836315 7170307.088526
263771.356672 7170307.088526
267763.682388 7170307.088526
268013.202746 7170307.088526
271756.008104 7170307.088526
272005.528462 7170307.088526
272255.048819 7170307.088526
272504.569176 7170307.088526
272754.089533 7170307.088526
273003.609891 7170307.088526
273253.130248 7170307.088526
263022.795600 7170477.736221
263521.836315 7170477.736221
268013.202746 7170477.736221
268761.763817 7170477.736221
271506.487747 7170477.736221
271756.008104 7170477.736221
272005.528462 7170477.736221
272255.048819 7170477.736221
272504.569176 7170477.736221
272754.089533 7170477.736221
273253.130248 7170477.736221
273502.650605 7170477.736221
263272.315958 7170648.383917
263521.836315 7170648.383917
263771.356672 7170648.383917
268013.202746 7170648.383917
268262.723103 7170648.383917
268512.243460 7170648.383917
271756.008104 7170648.383917
272005.528462 7170648.383917
272255.048819 7170648.383917
272504.569176 7170648.383917
263022.795600 7170819.031612
263272.315958 7170819.031612
263521.836315 7170819.031612
263771.356672 7170819.031612
268013.202746 7170819.031612
268262.723103 7170819.031612
268512.243460 7170819.031612
271756.008104 7170819.031612
272005.528462 7170819.031612
272255.048819 7170819.031612
272504.569176 7170819.031612
263521.836315 7170989.679308
263771.356672 7170989.679308
264020.877029 7170989.679308
265767.519530 7170989.679308
266017.039888 7170989.679308
266266.560245 7170989.679308
268512.243460 7170989.679308
271756.008104 7170989.679308
272005.528462 7170989.679308
272255.048819 7170989.679308
263521.836315 7171160.327003
263771.356672 7171160.327003
264020.877029 7171160.327003
266017.039888 7171160.327003
266266.560245 7171160.327003
266516.080602 7171160.327003
266765.600959 7171160.327003
267015.121317 7171160.327003
267264.641674 7171160.327003
268512.243460 7171160.327003
271506.487747 7171160.327003
271756.008104 7171160.327003
272005.528462 7171160.327003
272255.048819 7171160.327003
263521.836315 7171330.974699
263771.356672 7171330.974699
266266.560245 7171330.974699
266516.080602 7171330.974699
266765.600959 7171330.974699
267015.121317 7171330.974699
267264.641674 7171330.974699
267514.162031 7171330.974699
267763.682388 7171330.974699
268512.243460 7171330.974699
268761.763817 7171330.974699
271506.487747 7171330.974699
271756.008104 7171330.974699
272005.528462 7171330.974699
272255.048819 7171330.974699
263521.836315 7171501.622394
263771.356672 7171501.622394
266017.039888 7171501.622394
266266.560245 7171501.622394
266516.080602 7171501.622394
266765.600959 7171501.622394
267015.121317 7171501.622394
267264.641674 7171501.622394
267514.162031 7171501.622394
267763.682388 7171501.622394
268013.202746 7171501.622394
268512.243460 7171501.622394
268761.763817 7171501.622394
271506.487747 7171501.622394
